product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
URSODIOL 5,236882.83,3003.0,236997.72,5115.79,242113.51,6,6
TAFLUPROST,30606.0,1614.0,236824.2,2453.74,239277.94,4,4
L-METHYLFO,147639.0,4560.0,236336.01,1069.57,237405.58,8,2
PLENVU KIT,1603.999,1628.0,236076.37,4222.75,240299.12,1,1
VIIBRYD 10,20721.0,633.0,235721.02000000002,130.56,235851.58000000002,1,1
TACLONEX T,11340.0,173.0,235627.46,1109.42,236736.88,1,1
OMIDRIA,6390.0,1638.0,235174.64,194396.09,429570.73,4,2
LYRICA 225,23782.0,409.0,234686.05,0.0,234686.05,2,2
ZORTRESS 1,5730.0,40.0,234426.99,0.0,234426.99,1,1
TRIFLUOPER,309506.0,5759.0,234338.48,1258.8700000000001,235597.35,9,3
BUTRANS 10,3086.0,818.0,233830.75,0.0,233830.75,1,1
NALOCET 2.,8020.0,97.0,232824.15999999997,0.0,232824.15999999997,1,1
TEGRETOL 2,80644.0,630.0,231950.3,5455.66,237405.96,1,1
DILT-XR,381917.0,7971.0,231749.33,1782.84,233532.16999999998,6,1
THRIVITE R,480837.0,13970.0,231035.09,457.22,231492.31,1,1
VYKAT XR 7,542.0,15.0,230944.95,13252.38,244197.33,1,1
VESTURA,630906.0,9989.0,230926.75,306.49,231233.24,2,2
DEPAKOTE 2,63037.0,548.0,230921.02000000002,26286.22,257207.24,1,1
NIKKI 3 MG,583440.0,8269.0,230806.46,273.71999999999997,231080.18,1,1
NUVIGIL 25,7140.0,255.0,230494.72,6168.85,236663.57,1,1
ORIAHNN,198.5,198.0,230204.7,0.0,230204.7,1,1
ZARXIO 300,508.656,562.0,229662.94,9977.14,239640.08,3,1
PRISTIQ,16590.0,410.0,229338.91,778.36,230117.27,3,1
ZUBSOLV 0.,44215.0,1515.0,229223.9,4657.06,233880.96,1,1
KORSUVA,1380.73,2532.0,229145.56,235397.49,464543.05000000005,1,1
SEROQUEL 4,12827.0,236.0,229008.29,41.010000000000005,229049.3,1,1
SIMPESSE L,768861.889,8388.0,228812.08,975.6,229787.68,1,1
SYEDA ORAL,677206.22,10964.0,228349.21000000002,725.53,229074.74,1,1
BELEODAQ,105.0,35.0,228326.7,36411.3,264738.0,1,1
CARBI/LEVO,1573713.775,13104.0,228248.13,5189.91,233438.04,9,2
EFAVIRENZ/,28810.0,753.0,228157.33000000002,1066.84,229224.17,1,1
OTREXUP (M,484.0,272.0,227995.0,3565.13,231560.13,2,1
HERCESSI,175.33599999999998,178.0,227391.25,11767.369999999999,239158.62,1,1
SUDOGEST,834018.0,20924.0,226987.58000000002,8.629999999999999,226996.21000000002,6,1
ACULAR LS,3875.0,729.0,226173.49,0.0,226173.49,1,1
EVOTAZ 300,4590.0,144.0,225856.36,12750.33,238606.69,1,1
TIGECYCLIN,2670.296,617.0,225593.74,156.96,225750.7,5,5
LUBRICATIN,241747.7,15000.0,225556.0,6.5,225562.5,5,4
KORSUVA 65,9012.248000000001,6450.0,225215.43,136062.8,361278.23000000004,2,1
PENICILLAM,7678.0,83.0,225137.45,0.0,225137.45,3,3
SIMPONI UL,31.0,25.0,224879.62,0.0,224879.62,1,1
M-PAP,7139495.61,36271.0,224540.38999999998,102.05,224642.44,4,1
"GEL, METRO",382050.4,8541.0,224492.11,3751.38,228243.49,1,1
CELLCEPT 5,28800.0,305.0,224076.61,7510.33,231586.94,2,1
GYCOPYRROL,698653.0,9696.0,224009.76,5594.54,229604.3,1,1
DIPRIVAN 2,703602.182,26265.0,223909.49,41648.04,265557.53,7,2
INDERAL XL,3210.0,94.0,223705.88,0.0,223705.88,1,1
BCG (TICE,4371.668,3407.0,223691.23,277122.01,500813.24,2,1
FLOTREX,6660.0,222.0,223272.69,3.03,223275.72,1,1
SENNA SYRU,3788957.825,16328.0,223106.13,1104.5900000000001,224210.72,4,4
AMOXICILLA,2341705.6,17112.0,222986.71,1304.1399999999999,224290.85,3,1
F&T ARTHRI,1256732.0,9924.0,222766.96,149.19,222916.15,1,1
ADRENALIN,48659.32,15547.0,222148.23,980347.52,1202495.75,5,1
ENSKYCE,715606.0,14011.0,222138.13,1502.03,223640.16,2,1
F&T PAIN R,1201457.0,15665.0,221788.97,6396.49,228185.46,11,1
BISMUTH,1131892.0,16499.0,221480.02,9.58,221489.6,1,1
AKYNZEO 23,7640.0,382.0,221077.91,0.0,221077.91,1,1
SYEDA,565108.0,10424.0,220935.65,208.9,221144.55,2,1
TOBRADEX S,4695.0,903.0,219921.05,4038.79,223959.84,2,2
LESSINA TA,782245.564,13230.0,219415.83,741.71,220157.54,2,1
ANTACID RS,6398278.534,20861.0,219364.07,1048.86,220412.93,1,1
CEFTAZIDIM,21689.909,3701.0,218426.97,3822.91,222249.88,7,2
SPRITAM,21612.0,262.0,218244.38,8101.49,226345.87,3,1
PROPOFOL 1,1258897.2010000001,22483.0,218189.52,1426771.19,1644960.71,16,5
CITRANATAL,67290.0,1551.0,217949.84,1797.6,219747.44,4,1
GOMEKLI 1,1092.0,12.0,217831.3,0.0,217831.3,1,1
AMLOD-VALS,28756.0,624.0,217779.47,1447.63,219227.1,5,1
UCERIS 9 M,3881.0,96.0,217769.62,0.0,217769.62,1,1
MYDAYIS ER,20720.0,688.0,217450.54,2728.96,220179.5,3,1
LAPATINIB,6602.0,54.0,217234.26,0.0,217234.26,1,1
SODIUM POL,1286935.6,3897.0,216766.76,1164.02,217930.78,7,4
UPTRAVI 40,570.0,11.0,216654.99,0.0,216654.99,1,1
TRAVASOL,6688984.0,2774.0,216364.92,0.0,216364.92,2,1
IZERVAY 2,49.805,440.0,215722.8,322663.97,538386.77,1,1
RECTIV,10890.0,361.0,215091.06,0.0,215091.06,1,1
RITUXAN 10,4513.0,69.0,214903.18,21962.46,236865.63999999998,1,1
BIDIL,48707.0,348.0,214784.74,0.0,214784.74,1,1
TRIAMC AC,75784.452,52603.0,214765.35,256819.62,471584.97000000003,2,1
ODACTRA 12,19508.0,622.0,214356.82,6589.92,220946.74,1,1
ZELSUVMI 1,116.0,112.0,214183.65,658.51,214842.16,1,1
NAFTIN,19590.0,405.0,213435.25,0.0,213435.25,2,1
ARNUITY  F,32700.0,966.0,213154.76,15160.619999999999,228315.38,1,1
ACARBOSE T,921926.0,8303.0,213075.04,1688.93,214763.97,3,1
AMPYRA ER,2880.0,48.0,212625.84,0.0,212625.84,1,1
QUTENZA 8%,92.0,78.0,212054.40000000002,0.0,212054.40000000002,1,1
NEOMYCIN S,157493.1,12616.0,211864.1,2756.33,214620.43,2,2
YEZTUGO 46,45.0,15.0,211802.25,0.0,211802.25,1,1
SOD FER GL,42443.104,3879.0,211799.36000000002,1824.57,213623.93,4,1
ETODOLAC 4,559779.0,11135.0,211393.45,4681.8,216075.25,3,3
VYLIBRA,117786.68400000001,2233.0,210979.82,2057.1899999999996,213037.01,2,1
CEFIXIME O,36482.047,3135.0,210888.81,2775.37,213664.18,4,2
ZOMIG,2118.0,310.0,210884.16,0.0,210884.16,2,1
LUMAKRAS 1,2368.0,12.0,210823.99,0.0,210823.99,1,1
VEKLURY (R,2246.33,359.0,210793.39,6849.67,217643.06,1,1
ZEMAIRA,403021.0,51.0,210378.12,0.0,210378.12,2,1
FUROSEM 10,1129146.76,14256.0,209786.49,3343.81,213130.3,2,1
SOTALOL,1092303.125,13378.0,209036.83,1769.06,210805.89,8,3
NIZATIDINE,268079.0,4908.0,208987.11,739.8,209726.91,3,2
FEIRZA 1/2,675677.28,7991.0,208978.43,301.26,209279.69,1,1
F&T ASPIRI,885280.0,21145.0,208784.19,42.67,208826.86,7,1
LDR STOOL,1456565.0,25827.0,208337.79,134.22,208472.01,4,1
ERYC DR CA,41587.0,547.0,208212.62,19251.7,227464.32,1,1
DRO+ETHIN+,107376.836,1927.0,208089.26,621.11,208710.37,2,1
CYCLOPENTO,57909.3,14974.0,207914.49,17689.01,225603.5,4,2
ENULOSE LA,8031741.552,9264.0,207572.19,588.19,208160.38,1,1
NETSPOT KI,321.0,107.0,207424.38,44281.42,251705.80000000002,1,1
TUSSIN DM,3565941.0,16516.0,206879.3,17.49,206896.79,22,5
CLINIMIX E,2542525.2,414.0,206669.98,0.0,206669.98,7,1
BUT / APAP,589812.0,18215.0,206561.38,1010.4399999999999,207571.82,2,1
GABLOFEN 5,29040.0,341.0,206214.36000000002,8978.41,215192.77000000002,2,1
XATMEP  ME,9981.0,207.0,205770.66999999998,4156.2300000000005,209926.9,1,1
TYRVAYA 0.,3418.8,408.0,205624.68,62456.0,268080.68,1,1
GASTROCOM,93000.0,94.0,205464.99,1229.76,206694.75,1,1
ENDACOF-DM,2575601.75,13789.0,204849.69,172.78,205022.47,1,1
SACUBTRIL&,50078.479999999996,730.0,204769.5,3759.76,208529.26,4,1
LEVOXYL TA,408306.778,8100.0,204505.32,3947.35,208452.67,11,1
TOBREX OIN,2602.5,695.0,204492.47,4416.37,208908.84,1,1
ASPIRIN 32,1198281.075,30716.0,203532.06,11839.27,215371.33000000002,5,3
RITUXAN HY,598.342,68.0,203198.18,0.0,203198.18,1,1
AIRDUO 232,197.55,396.0,202798.16,212.0,203010.16,1,1
POT CHL OS,3867485.35,6501.0,202730.87,5010.53,207741.4,1,1
WARFARIN 5,927784.5,15799.0,202481.41,3266.38,205747.79,2,1
BARACLUDE,31970.0,166.0,201849.49,89.28,201938.77,2,1
YONDELIS 1,60.0,35.0,201823.32,0.0,201823.32,1,1
ENULOSE 10,9322917.14,12832.0,201565.19,3388.27,204953.46,1,1
OXYTROL 3.,2582.0,261.0,201011.42,10835.029999999999,211846.45,1,1
FANAPT 2 M,7130.0,145.0,200747.4,11253.71,212001.11,1,1
LOTEMAX SM,3920.0,774.0,200470.06,1143.72,201613.78,1,1
EPKINLY,14.399999999999999,30.0,200230.26,0.0,200230.26,1,1
CHILDRENS,3125662.12,25803.0,199690.75,47313.86,247004.61,11,7
DIURIL ORA,581998.5,4815.0,199348.62,2673.21,202021.83,1,1
ORA-PLUS,1562633.136,13334.0,199075.25999999998,19406.37,218481.63,1,1
LDR EYE IT,81536.5,15787.0,198897.68,329.53999999999996,199227.22,1,1
AURANOFIN,8040.0,134.0,198859.40000000002,0.0,198859.40000000002,1,1
TRIFLURIDI,9772.5,1295.0,198838.78,3916.26,202755.04,1,1
TOPAMAX 50,15608.0,173.0,198425.81,524.39,198950.2,1,1
VIBERZI 75,7859.0,128.0,198243.97,11060.289999999999,209304.26,1,1
"EPOGEN 10,",2115.0699999999997,2480.0,197981.01,5116.1,203097.11,2,1
GIMOTI 15,872.2,89.0,197659.63999999998,0.0,197659.63999999998,1,1
PETROLATUM,2767819.861,7729.0,197320.63,67.51,197388.14,3,2
SEVELAMERC,766087.0,4326.0,197150.28,10452.460000000001,207602.74,1,1
IMVEXXY 4M,7572.0,629.0,196919.23,4872.96,201792.19,1,1
ONGENTYS,8394.0,222.0,196845.27,0.0,196845.27,1,1
"EFAVIRENZ,",19644.0,460.0,195743.33000000002,1778.1000000000001,197521.43,4,3
ROMIDEPSIN,101.0,69.0,195150.56,57342.94,252493.5,1,1
TIADYLT ER,401859.0,7815.0,195105.01,2424.65,197529.66,6,1
SUDAGEST 3,949539.0,23696.0,194966.65,172.92000000000002,195139.57,1,1
FROVATRIPT,28660.0,2796.0,194575.33,5714.46,200289.79,3,3
TIMOLOL 0.,17273.0,2347.0,194540.23,1772.06,196312.29,14,9
METHYPHENI,116055.0,3895.0,194416.64,13782.84,208199.48,1,1
DENAVIR,1250.0,215.0,194090.22,191.86,194282.08000000002,1,1
BEPREVE (B,3525.0,611.0,193944.41999999998,102.0,194046.41999999998,2,1
F&T CHILD,1880629.7,13820.0,193848.21,570.0600000000001,194418.27,10,1
ECONOZOLE,502926.0,7697.0,193504.72999999998,1800.47,195305.2,2,1
ZARXIO 480,701.232,639.0,193035.3,34992.979999999996,228028.28,3,1
F&T CLEARL,4590574.0,11758.0,192585.73,332.01,192917.74,5,1
IBUPROFEN-,127225.0,1620.0,192261.91,1922.21,194184.12,4,4
PALYNZIQ 2,290.0,13.0,192241.6,0.0,192241.6,1,1
PROTONIX I,28528.125,23194.0,192026.85,1141849.26,1333876.11,6,1
FAMOTIDIN,328969.453,6612.0,191900.45,6850.61,198751.06,1,1
TZIELD 2 M,10.109,27.0,191670.25,0.0,191670.25,1,1
TRI-LINYAH,576640.0,13813.0,191459.35,887.82,192347.17,2,1
KRAZATI 20,1530.0,16.0,190560.94,28.0,190588.94,1,1
SALICATE,3630.0,121.0,190202.39,0.0,190202.39,1,1
INBRIJA  L,8880.0,79.0,190113.74,0.0,190113.74,1,1
LYLEQ (NOR,14201.0,2002.0,190107.68,8.12,190115.8,2,1
DIGOXIN TA,507353.5,12800.0,189941.97,2596.53,192538.5,7,2
EOVIST,17750.31,1880.0,189480.73,57201.19,246681.91999999998,2,1
INBRIJA,8880.0,73.0,189456.81,0.0,189456.81,1,1
TEMODAR FO,125.75,84.0,189449.45,18457.44,207906.89,1,1
PERCOCET,12660.0,270.0,189273.22,0.0,189273.22,2,1
GILOTRIF 4,480.0,12.0,188795.06,0.0,188795.06,1,1
FOCALIN,144154.0,3345.0,188769.02,2236.78,191005.8,5,2
MAG-AL PLU,357396.1,4400.0,188527.04,4697.81,193224.85,4,2
SELARSDI 4,47.5,95.0,188191.62,50.0,188241.62,1,1
HUMATE-P 1,121864.0,11.0,187900.11,4470.7,192370.81,1,1
AZASITE  A,1840.0,623.0,187836.62,739.91,188576.53,1,1
VESICARE 1,15525.0,400.0,186415.48,0.0,186415.48,1,1
VITAMIN B-,1604916.0,26483.0,186262.83,204.42000000000002,186467.25,19,7
DAYTRANA 1,31925.0,1096.0,186154.96,4546.73,190701.69,2,1
CAPTOPRIL,423606.88,6014.0,186148.65,2552.84,188701.49,16,5
CUVPOSA,212948.6,585.0,186106.24,10780.53,196886.77,1,1
MESTINON,23266.0,105.0,185643.2,0.0,185643.2,2,1
CODEINE-GU,2346416.5,16091.0,185372.94,3203.9,188576.84,4,2
BYOOVIZ 0.,274.82,438.0,184959.79,109638.08,294597.87,1,1
DECONEX DM,262353.0,10244.0,184816.99000000002,2.0,184818.99000000002,1,1
LIDOGEL,12085.262,136.0,184673.44,0.0,184673.44,1,1
ETODOLAC,403472.0,7874.0,184466.98,4026.4900000000002,188493.47,12,5
CAROSPIR 2,56746.3,419.0,183954.9,13097.31,197052.21,2,1
ERZOFRI,70.5,47.0,183495.86,0.0,183495.86,1,1
LIKMEZ  ME,74311.9,377.0,183289.36000000002,12463.66,195753.02000000002,1,1
CAMCEVI 42,269.0,269.0,183208.38,311274.09,494482.47000000003,1,1
DROXIDOPA,91850.0,889.0,183019.04,133.45,183152.49000000002,8,4
XACIATO,9624.0,1166.0,182687.89,1256.6,183944.49,1,1
SFROWASA,180420.0,125.0,182529.99,0.0,182529.99,1,1
ENTACAPONE,405727.0,3229.0,182303.38999999998,784.83,183088.22,4,4
INQOVI 100,110.0,22.0,182012.97,0.0,182012.97,1,1
LYSODREN,14208.0,57.0,181868.33000000002,29881.769999999997,211750.1,1,1
JOYEAUX LE,35140.0,820.0,181859.71,705.17,182564.88,1,1
URSODIOL 2,323164.51900000003,3651.0,181786.69,3490.6099999999997,185277.3,6,6
MAPAP 325M,641511.4,44372.0,181756.19,676711.05,858467.24,1,1
ENEMA,8896409.0,13330.0,181264.08,358.73,181622.81,12,7
EDETATE CA,1340.0,140.0,181188.97,0.0,181188.97,1,1
SOD CITRAT,6530950.0,6425.0,181137.71,5971.55,187109.26,5,3
WESNATE DH,106461.0,3344.0,180945.87,9417.88,190363.75,1,1
CORIFACT,18706.0,11.0,180548.57,0.0,180548.57,1,1
LOQTORZI,156.0,38.0,180546.05,0.0,180546.05,1,1
SINCALIDE,1981.0,1983.0,179898.71,10071.98,189970.69,4,2
ABSORICA,4860.0,88.0,179880.66,5531.18,185411.84,2,1
AMLOD/OLME,110250.0,3019.0,179525.66,2307.49,181833.15,5,1
TRESIBA,5870.0,375.0,179416.69,12000.82,191417.51,1,1
PIP TAZ PO,2140.43,1264.0,179282.94,4896.5,184179.44,3,1
DEBLITANE,801780.042,14185.0,179212.97,512.3,179725.27,2,1
MULTRYS 1,1443.3899999999999,227.0,179114.90000000002,0.0,179114.90000000002,1,1
SYNOFLEX E,3390.0,116.0,178978.44,0.0,178978.44,1,1
PROTRIPTYL,70184.0,623.0,178838.0,1191.57,180029.57,4,2
JOLESSA TA,349683.223,3941.0,178700.71,1423.33,180124.04,1,1
ZIRGAN  GA,1925.0,366.0,178177.58000000002,1893.2399999999998,180070.82,1,1
TERBINAF T,338506.918,11688.0,177689.8,4295.72,181985.52,2,1
NOURIANZ 2,2700.0,75.0,177503.7,1105.24,178608.94,1,1
DRL OLOPAT,28820.834,9683.0,177464.04,824.05,178288.09,2,1
TESTOPEL,1956.0,256.0,176846.71,15589.85,192436.56,3,1
PLASMA-LYT,3465533.0,5946.0,176769.62,76513.31,253282.93,2,1
HYQVIA 10,8152.5,47.0,176627.47,2724.0,179351.47,1,1
PREVACID 1,13614.0,363.0,176567.01,11972.8,188539.81,1,1
DESCOVY 12,2954.0,77.0,176385.1,34376.77,210761.87,1,1
DIGOXIN OR,131969.7,1818.0,175648.26,7436.61,183084.87,2,2
AVEED (TES,522.0,174.0,175039.69,85922.07,260961.76,1,1
FENTANYL 5,22688.07,5252.0,174986.19999999998,2432.98,177419.18,11,7
AKYNZEO LI,2628.0,132.0,174982.09,20690.89,195672.98,1,1
NORVIR,22410.0,551.0,174633.21,0.0,174633.21,1,1
DOXEPIN 50,462735.0,11145.0,173885.02,3421.94,177306.96,14,13
KCL M10 TB,583007.0,13255.0,173842.13,2715.71,176557.84,2,1
REFRESH SO,187185.8,9784.0,173828.42,364.46,174192.88,2,1
METOPOLOL,676123.0,15802.0,173648.36000000002,2408.42,176056.78,2,2
EMTRICIT-R,1740.0,58.0,173582.16,37.0,173619.16,1,1
WELCHOL,36518.0,259.0,173308.68,1228.83,174537.50999999998,1,1
ATENOLOL 1,955948.854,19498.0,173268.08,5145.78,178413.86,12,6
RASUVO 12.,316.0,264.0,172947.24,2917.84,175865.08000000002,1,1
GLATOPA 20,3316.0,139.0,172685.33000000002,4231.0,176916.33000000002,1,1
MOLINDONE,14520.0,217.0,172441.52,2215.39,174656.90999999997,1,1
DOCOSANOL,16815.2,8179.0,172436.07,26.23,172462.30000000002,9,6
TRI-VITE/F,423380.0,8098.0,172392.68,280.51,172673.19,2,1
OLAPATADIN,159788.0,5181.0,172300.91999999998,1759.1200000000001,174060.04,1,1
POMBILITI,128.004,11.0,172109.57,65068.14,237177.71,1,1
DOTTI 0.05,32842.0,3152.0,172012.9,4175.3,176188.19999999998,1,1
FEVERALL,141896.399,8255.0,171905.04,0.0,171905.04,7,1
DOTTI 0.1,30379.0,2599.0,171763.05000000002,7467.09,179230.13999999998,1,1
CALAMINE,76731.0,432.0,171640.7,0.0,171640.7,1,1
TOSYMRA NA,155.4,258.0,171484.76,442.25,171927.01,2,2
ZYLET OPHT,2595.0,398.0,170936.28,1019.1300000000001,171955.41,2,1
VYALEV,6580.0,24.0,170911.13,731.14,171642.27,1,1
STERILE DI,10560.0,38.0,170679.72,0.0,170679.72,1,1
NUEDEXTA C,6911.0,138.0,170122.95,9041.2,179164.15000000002,1,1
NADOLOL 40,407462.25,7120.0,169814.9,3161.67,172976.57,6,6
ZETIA 10 M,12984.0,283.0,169562.07,0.0,169562.07,1,1
OTREXUP  M,349.6,195.0,169488.91999999998,0.0,169488.91999999998,2,1
CEFIXIME 4,16344.304,2194.0,169387.86000000002,3587.46,172975.32,3,2
MICOMITIN,3720.0,113.0,169317.95,0.0,169317.95,1,1
RELISTOR P,1042.008,86.0,169164.23,1307.96,170472.19,1,1
INVEGA ER,12893.0,311.0,168770.75999999998,1808.76,170579.52,3,1
TESTIM (TM,45375.0,227.0,168302.85,0.0,168302.85,1,1
XATMEP (ME,8688.56,304.0,168233.74,21714.27,189948.01,1,1
APRODINE P,515274.0,12870.0,168230.99,9.36,168240.35,2,1
CLIND PHO/,193185.0,4489.0,167948.63,2246.33,170194.96,2,1
ALLERGY RL,676405.0,19810.0,167771.16,3064.16,170835.32,5,3
ZYPREXA  O,4140.0,99.0,167344.03,3934.83,171278.86,1,1
GVOKE 1 MG,132.4,507.0,167326.9,37710.17,205037.07,1,1
HALOETTE V,2608.0,1102.0,167318.7,0.0,167318.7,2,2
ALTAVERA O,670424.672,10599.0,167264.18,302.90000000000003,167567.08,1,1
EMSAM 6 MG,2400.0,66.0,167113.41999999998,4158.78,171272.2,1,1
SEROQUEL 2,24963.0,387.0,167033.2,2308.56,169341.76,2,1
MIRCERA 12,1894.239,4324.0,166850.17,174358.42,341208.58999999997,1,1
ERRIN  NOR,815247.9720000001,11301.0,166218.1,105.33,166323.43,1,1
BYSTOLIC,27763.0,464.0,166072.17,0.0,166072.17,4,1
ATAZANAVIR,29702.0,791.0,165969.03,615.21,166584.24,6,4
NORTREL TA,288701.463,5387.0,165491.11,1027.68,166518.79,3,1
AZOPT SUSP,4570.0,378.0,165453.85,36.0,165489.85,2,1
NARCAN (NA,323.5,1588.0,165297.13,480.90999999999997,165778.04,1,1
PRED MILD,5215.0,879.0,165284.12,1691.78,166975.9,2,1
SINGULAIR,20053.0,457.0,165143.57,4644.7699999999995,169788.34,4,2
CARGLUMIC,1380.0,13.0,165106.28,0.0,165106.28,1,1
ABACAVIR-L,50860.0,1574.0,165019.2,1292.3600000000001,166311.56,3,3
INCASSIA,685372.0,12328.0,164901.08,229.58,165130.66,1,1
ENSKYCE TA,562241.61,8636.0,164834.49,1163.56,165998.05,1,1
EMEND,1007.764,968.0,164604.79,493786.18,658390.97,4,1
ZADITOR,46539.5,8368.0,164443.49,87.24000000000001,164530.73,2,1
DOLOBID 25,4140.0,41.0,164438.39,0.0,164438.39,1,1
AMBIEN,7876.0,278.0,164131.46,0.0,164131.46,3,2
DOXEPIN 25,534631.0,12082.0,163868.2,4197.71,168065.91,13,12
BAVENCIO,2080.0,52.0,163850.39,97398.02,261248.41,1,1
IMLYGIC,30.0,22.0,163811.32,44496.67,208307.99,1,1
GABLOFEN 1,12815.0,315.0,163552.76,21003.09,184555.85,3,1
IMIPENEM-C,9837.38,922.0,163189.44,7011.76,170201.2,5,2
METHAMPHET,20299.0,226.0,163173.09,3297.25,166470.34,1,1
ZOSYN,710971.0109999999,3075.0,162928.03,165281.51,328209.54,8,2
LEVONOR-ET,529184.0,6767.0,162786.41,281.14,163067.55,9,4
ALMACONE D,4940199.123,13190.0,162171.76,2105.97,164277.73,1,1
VENOFER 50,62755.55,20875.0,162122.46,1482.3700000000001,163604.83,4,2
PROPOFOL U,448653.272,21028.0,162092.14,57263.47,219355.61,2,1
"CANASA 1,0",4563.0,139.0,161835.61,6508.320000000001,168343.93,1,1
VINBLASTIN,34555.52,3020.0,161830.25,274215.39999999997,436045.65,1,1
AFINITOR 1,312.0,11.0,161699.47,38496.48,200195.95,1,1
MILI 0.25-,634318.0,11050.0,161506.3,269.77,161776.07,1,1
TYBLUME TA,170938.094,4239.0,161307.93,439.05,161746.98,1,1
PROPAFENON,585607.743,6560.0,161305.17,986.54,162291.71,16,6
RETINA CR,162480.0,5637.0,161166.4,0.0,161166.4,6,1
ALBUTEIN 2,620182.6,995.0,161044.47,21796.09,182840.56,4,1
PHOSPHOLIN,280.0,56.0,160796.16,0.0,160796.16,1,1
BONJESTA E,15579.0,336.0,160414.74,12683.5,173098.24,1,1
EMEND 150M,1665.657,1875.0,160302.95,268959.12,429262.07,2,1
YCANTH 0.7,87.15,191.0,160277.24,0.0,160277.24,2,1
AMBIEN CR,7691.0,268.0,160186.71,0.0,160186.71,2,2
NESINA,12240.0,87.0,160154.07,0.0,160154.07,2,1
RAMIPRIL C,843889.0,14501.0,160020.22,1806.39,161826.61,24,4
MORPHINE 2,89369.324,15621.0,160018.43,16263.419999999998,176281.85,6,2
BEPREVE 1.,2845.0,421.0,160012.03,233.45,160245.47999999998,2,1
ACID GONE,4891347.165,10611.0,159709.15000000002,36.5,159745.65000000002,2,1
RELPAX 40,2150.0,222.0,159681.62,0.0,159681.62,3,2
TRELSTAR,274.0,277.0,159528.25,93299.74,252827.99,3,1
POLY-VI-FL,15570.0,326.0,159465.43,2371.2599999999998,161836.69,4,1
SUTAB 1.47,24025.0,998.0,159269.34,4374.9,163644.24,1,1
KEDRAB 10M,533.0,87.0,159234.22,0.0,159234.22,1,1
ARANESP 10,344.365,437.0,159083.11000000002,36602.44,195685.55,4,1
THEO-24,23958.0,621.0,158921.76,0.0,158921.76,4,1
NATAZIA 28,19684.0,357.0,158798.35,3405.59,162203.94,1,1
NITRO- BID,103765.701,4170.0,158749.15,11327.81,170076.96,3,1
POSFREA  P,4300.0,430.0,158568.66999999998,27632.09,186200.76,1,1
HORIZANT E,9032.0,191.0,158520.64,3662.09,162182.73,2,1
LAGEVRIO,8000.0,200.0,158457.41,885.98,159343.39,1,1
VESICARE L,115215.0,726.0,158438.06,31387.98,189826.04,1,1
M-DRYL LIQ,3127628.4560000002,18639.0,157918.88999999998,505.75,158424.64,2,1
INCASSIA N,635163.666,11153.0,157209.49,387.51,157597.0,1,1
LESSINA,518493.0,10367.0,157151.32,271.69,157423.01,1,1
SAVELLA TI,19305.0,357.0,156934.49,2949.38,159883.87,1,1
VALPROIC 2,550116.0,4170.0,156771.25,2185.43,158956.68,1,1
EPHEDRINE,10856.65,8520.0,156633.87,481170.9,637804.77,26,12
VANALICE G,932693.0,3704.0,156394.41,0.0,156394.41,1,1
CORLANOR 7,15884.0,242.0,156241.77000000002,1660.04,157901.81,1,1
POSFREA 0.,1525.0,311.0,156116.01,0.0,156116.01,1,1
NORETHIND-,467068.0,8981.0,155769.68,1509.84,157279.52,3,2
SOLOSEC,720.0,553.0,155756.39,2855.18,158611.57,2,2
EQUETRO 20,37610.0,469.0,155152.48,4359.51,159511.99,1,1
JELMYTO SI,15.5,16.0,155005.43,80588.7,235594.13,1,1
MB+ SODIUM,1566251.0,14749.0,154875.88,544438.12,699314.0,2,1
PATADAY TW,35001.0,6652.0,154815.52000000002,198.06,155013.58000000002,1,1
NEUPRO 4 M,5798.0,187.0,154744.04,4628.030000000001,159372.07,1,1
AIRDUO 113,164.7,347.0,154330.3,2207.31,156537.61,1,1
ASPIRIN FC,773069.69,22499.0,154328.58,8684.83,163013.41,1,1
AVIANE-28,538150.1,8976.0,154306.35,778.66,155085.01,1,1
TRIAMETERE,820405.5,13895.0,153826.31,2699.86,156526.16999999998,2,1
SYSTANE 0.,5205.0,336.0,153440.16999999998,0.0,153440.16999999998,1,1
DIGOXIN 12,536580.0,11631.0,153383.28,4386.56,157769.84,10,5
DUOBRII,15380.0,155.0,152431.52000000002,2886.65,155318.16999999998,1,1
HEPARIN 10,724651.408,7058.0,152295.59,84763.87999999999,237059.47,29,10
TRIAH/HTZ,730044.0,12638.0,152027.07,3594.99,155622.06,1,1
PERFOROMIS,67722.0,1156.0,151808.97,106666.40000000001,258475.37,3,1
YUSIMRY (A,240.0,136.0,151743.43,0.0,151743.43,1,1
SYNVISC ON,7785.0,120.0,151369.92,0.0,151369.92,1,1
DRL CETIRI,132841.0,3118.0,151318.13999999998,23.299999999999997,151341.44,1,1
NEUPRO 3 M,5640.0,159.0,150833.57,5700.83,156534.4,1,1
CANASA,4133.0,127.0,150642.08,0.0,150642.08,1,1
SOTALOL HC,962532.965,9868.0,150378.08,3986.15,154364.23,12,6
ULTRA LUBR,152452.0,9667.0,150356.84,0.0,150356.84,2,1
ADEFOVIR D,6612.0,161.0,150199.13,0.0,150199.13,1,1
CRYSELLE-2,356763.0,5890.0,149946.82,129.94,150076.76,1,1
