product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
ANTACID,814276.9410000001,3782.0,30706.559999999998,0.0,30706.559999999998,9,6
JAIMIESS,83111.0,903.0,30496.96,43.84,30540.8,2,1
0.5% ALBUT,19412.0,346.0,30478.45,778.51,31256.96,1,1
CODEINE SU,45889.0,634.0,30456.13,440.58000000000004,30896.71,4,2
ALBUKED 25,26189.0,284.0,30456.1,17486.41,47942.51,3,1
ZOVIA 1-35,64344.0,1268.0,30452.8,43.01,30495.809999999998,2,2
SRONYX,99960.0,2207.0,30369.3,42.7,30412.0,1,1
ASPIRIN RE,165675.0,3933.0,30333.21,56.71,30389.92,6,2
RELEUKO,130.002,179.0,30308.77,2023.16,32331.93,3,1
ALBUMIN 25,31350.0,187.0,30258.12,0.0,30258.12,2,1
ELIDEL,3360.0,91.0,30208.14,0.0,30208.14,3,1
ZYNRELEF,2342.99,359.0,30194.82,4962.85,35157.67,3,1
PIMOZIDE 2,19029.0,244.0,30176.13,2498.2799999999997,32674.41,1,1
ALAWAY (KE,23040.0,2318.0,30173.99,114.74,30288.73,1,1
CLOBAZAM S,134409.0,600.0,30107.8,963.4399999999999,31071.24,1,1
LICE AID S,9564.0,78.0,30099.38,0.0,30099.38,1,1
CHILD ALL,575620.5,3817.0,30088.84,15.46,30104.3,4,2
F&T MICONA,90439.58899999999,2176.0,30076.74,19.0,30095.74,4,1
LIBERVANT,89.0,26.0,30072.03,0.0,30072.03,2,1
DASETTA 7/,85376.564,1820.0,30023.66,396.76,30420.420000000002,1,1
CHARLOTTET,54180.0,918.0,29974.1,20.87,29994.97,1,1
JANTOVEN 5,140841.0,2615.0,29943.43,584.04,30527.47,4,1
SMZ/TMP 40,80672.908,3568.0,29917.2,376.88,30294.08,2,1
ALBUKED-25,32750.0,101.0,29800.809999999998,0.0,29800.809999999998,2,1
BETASEPT S,743139.0,1626.0,29643.86,1139.23,30783.09,4,1
TOLSURA 65,750.0,12.0,29622.87,0.0,29622.87,1,1
DEPOMEDRO,3970.429,4467.0,29609.8,5459.97,35069.77,10,1
GS CHILD I,628437.6,4401.0,29583.53,1.0,29584.53,3,1
SODIUM CAR,360642.332,3909.0,29579.83,50.0,29629.83,1,1
ZELBORAF (,568.0,13.0,29513.02,0.0,29513.02,1,1
SIRTURO 20,916.0,12.0,29364.01,0.0,29364.01,1,1
VOLNEA 0.1,76692.0,1272.0,29310.38,467.83000000000004,29778.21,2,1
F&T STOMAC,456128.0,1889.0,29153.72,0.0,29153.72,2,1
PREMARIN I,725.0,102.0,28936.17,2183.91,31120.08,1,1
TYENNE 400,121.0,13.0,28934.4,0.0,28934.4,1,1
WARFARIN 7,112060.0,2538.0,28928.91,457.49,29386.4,1,1
JUNEL 1.5,66626.0,1279.0,28889.93,142.71,29032.64,1,1
ASPIRIN-DI,28902.0,402.0,28831.91,593.5899999999999,29425.5,5,5
RELEUKO 48,127.203,159.0,28815.22,3580.2,32395.42,1,1
PNV-DHA SO,21414.0,378.0,28804.51,1075.76,29880.27,1,1
SELECT-OB+,7890.0,176.0,28782.95,0.0,28782.95,1,1
ISDN/HYDRA,30117.0,237.0,28773.96,59.8,28833.76,1,1
ACUVAIL 0.,1147.0,87.0,28709.31,293.86,29003.17,1,1
DAPSONE 25,43193.0,567.0,28699.44,710.28,29409.72,4,3
FOSTER AND,143534.0,2202.0,28686.66,53.5,28740.16,5,1
BUTENAFINE,51800.0,1488.0,28620.42,0.0,28620.42,2,1
TLANDO ORA,4200.0,35.0,28551.160000000003,0.0,28551.160000000003,1,1
M-DRYL 12.,1030973.517,8068.0,28538.77,125.01,28663.78,2,1
AMIKACIN 5,8082.58,685.0,28518.97,194.02,28712.989999999998,2,1
VALPROATE,21614.56,950.0,28507.59,41460.24999999999,69967.84,8,3
CALCIUM CH,13631.0,491.0,28491.96,4578.45,33070.409999999996,6,3
NIACIN EXT,76127.0,1593.0,28424.79,675.17,29099.96,3,2
CYTARABINE,33228.138,2443.0,28387.58,16316.17,44703.75,9,4
ULTRAVIST,238463.0,2886.0,28289.61,3803.5600000000004,32093.17,4,1
IMITREX TA,387.0,36.0,28283.49,105.34,28388.83,1,1
NAPROXE SU,60083.0,266.0,28246.969999999998,658.73,28905.699999999997,1,1
MOXY TABL,72839.0,2729.0,28198.14,0.0,28198.14,1,1
COMPLETENA,49674.0,1107.0,28161.56,90.00999999999999,28251.57,1,1
QUELICIN 2,8917.5,1278.0,28122.46,2294.94,30417.4,2,1
FLUVASTATI,10057.0,180.0,27973.84,99.25,28073.09,3,2
VYFEMLA,47600.0,990.0,27894.34,0.0,27894.34,1,1
SM CHLD PA,12154.0,103.0,27789.0,0.0,27789.0,1,1
NEOMYCIN 5,28201.93,1962.0,27764.19,959.65,28723.84,2,2
BIDIL 20 M,6536.0,54.0,27763.059999999998,116.03,27879.089999999997,1,1
LINCOMYCIN,4797.0,3258.0,27763.02,1885.32,29648.34,6,2
WARFARIN 6,106360.0,2229.0,27731.61,310.8,28042.41,1,1
SUPRANE 24,1275.0,631.0,27720.86,12340.220000000001,40061.08,1,1
SODIUM BI,139393.0,465.0,27685.87,2046.8,29732.67,1,1
CLOTRIM 3,58075.0,2670.0,27672.41,82.67,27755.079999999998,1,1
FLUORIDE 0,286764.0,3878.0,27660.85,45.85,27706.7,4,2
TRIAMCI AC,413814.8,944.0,27654.6,637.5600000000001,28292.16,1,1
OMIDRIA 1-,823.0,213.0,27638.739999999998,21688.879999999997,49327.62,3,2
CARBI + LE,172377.5,1419.0,27612.07,983.91,28595.98,6,1
OPILL,38948.038,923.0,27608.13,39.02,27647.149999999998,2,1
MYFORTIC 1,5324.0,38.0,27538.85,7207.07,34745.92,1,1
APIDRA 100,3360.0,114.0,27530.22,48.0,27578.22,1,1
NEW DAY TA,1731.468,1609.0,27507.33,67.95,27575.28,1,1
BENAPHEN,114082.0,4265.0,27500.95,72003.62000000001,99504.57,1,1
HYDROCORT-,8580.0,263.0,27478.66,136.35,27615.010000000002,2,2
ABACAVIR S,15536.0,358.0,27475.53,215.04,27690.57,2,2
MINTAX MAX,918526.37,3016.0,27433.34,270.86,27704.2,1,1
FLUOCINLON,71100.0,1152.0,27429.9,40.769999999999996,27470.67,1,1
TREXALL 15,422.0,83.0,27387.41,212.51,27599.92,1,1
HER STYLE,909.071,896.0,27376.95,0.0,27376.95,1,1
KLONOPIN 0,11125.0,102.0,27348.4,0.0,27348.4,1,1
SENNATIME,163910.0,3768.0,27286.66,0.0,27286.66,2,1
TRIPLE-A O,64447.25,2164.0,27282.01,13.57,27295.58,1,1
ANECTINE 2,10671.0,1764.0,27272.07,171241.35,198513.42,4,2
CAMRESE,41314.0,451.0,27260.09,0.1,27260.19,1,1
TALVEY 40,32.041,40.0,27190.73,0.0,27190.73,1,1
PINDOLOL 5,36914.0,559.0,27168.84,784.03,27952.870000000003,1,1
PROSOL,366593.0,239.0,27156.25,0.0,27156.25,1,1
CUTAQUIG I,2550.0,67.0,27126.960000000003,0.0,27126.960000000003,3,1
LDR MILK O,799968.9990000001,1803.0,27122.15,0.0,27122.15,2,1
LOXAPINE 1,54783.0,838.0,27101.83,1227.84,28329.67,1,1
NESTABS,13050.0,421.0,27093.09,41.48,27134.57,1,1
GNP FEXOFE,52759.0,1525.0,27071.5,0.01,27071.51,3,1
TRIMETHOBE,2049.0,57.0,27067.02,86.56,27153.579999999998,1,1
EZETIMIBE&,51058.0,899.0,27004.02,194.79000000000002,27198.809999999998,4,1
SYMLIN 1MG,81.0,15.0,26986.41,0.0,26986.41,1,1
TRI-MILI 2,90888.0,2179.0,26979.97,36.57,27016.54,2,1
NASONEX 24,14123.0,813.0,26966.61,0.0,26966.61,2,1
LOVENOX PR,2137.832,2141.0,26953.48,1286.03,28239.510000000002,7,1
SUBVENITE,5005.0,116.0,26949.239999999998,649.0500000000001,27598.289999999997,4,1
TRI-LUMA C,3240.0,106.0,26935.11,0.0,26935.11,1,1
"NUWIQ 4,00",109132.0,17.0,26922.66,0.0,26922.66,1,1
MARLISSA,97748.0,2439.0,26753.66,33.650000000000006,26787.31,1,1
FT EAR WAX,13041.0,880.0,26613.989999999998,108.43,26722.42,2,1
DESVEN SUC,38162.0,1170.0,26521.68,377.19,26898.87,4,1
VIGAMOX SO,587.0,236.0,26508.79,81.0,26589.79,2,2
SPRITAM 10,2670.0,34.0,26454.84,2340.5299999999997,28795.37,1,1
JULEBER 0.,91309.974,1848.0,26450.14,59.25,26509.39,1,1
ORA-SWEET,360405.506,3039.0,26439.23,761.67,27200.9,2,1
CHLOROQUIN,8988.0,303.0,26436.26,628.4200000000001,27064.68,3,2
PROZAC 20,2380.0,41.0,26420.95,53.59,26474.54,2,1
TOREMIFENE,1250.0,60.0,26413.45,582.72,26996.17,1,1
LDR COLD/C,490404.0,3266.0,26399.52,0.0,26399.52,1,1
PROVAYBLUE,3563.569,648.0,26368.02,20170.8,46538.82,2,1
EASIVENT,49.0,46.0,26350.48,0.0,26350.48,1,1
ZORTRESS,1280.0,11.0,26262.55,0.0,26262.55,1,1
LDR IBUPRO,127619.0,2409.0,26223.67,0.0,26223.67,15,1
ERGOMAR 2,360.0,18.0,26198.16,1521.32,27719.48,1,1
GENTLE LAX,71342.0,3088.0,26183.879999999997,0.28,26184.16,9,3
BP 10-1 WA,5953.3,35.0,26171.550000000003,740.8,26912.35,1,1
GUAFENESIN,343883.0,1832.0,26156.11,0.0,26156.11,1,1
TAMIFLU,21914.6,321.0,26134.5,0.0,26134.5,2,1
MULTRYS,1032.21,85.0,26103.08,0.0,26103.08,1,1
LDR NIGHTT,74258.0,2579.0,26041.29,0.0,26041.29,1,1
VESICARE T,2085.0,62.0,26034.370000000003,1112.72,27147.09,1,1
GABARONE 1,1633.0,18.0,25956.57,0.0,25956.57,1,1
CYANOCBALA,33561.606999999996,24559.0,25947.2,28172.17,54119.37,1,1
MIMVEY TAB,25760.0,738.0,25912.0,321.85,26233.85,1,1
DOXEPIN 3M,9304.0,248.0,25772.75,1605.12,27377.87,1,1
ELESTRIN G,6138.0,144.0,25753.64,0.0,25753.64,1,1
CHILD'S MA,29529.92,626.0,25741.760000000002,3.0,25744.760000000002,1,1
ETODOLAC E,21984.0,599.0,25725.65,508.39,26234.04,5,3
IRON DROPS,166150.0,2049.0,25644.12,23.0,25667.12,1,1
MAXIDEX,1785.0,292.0,25633.26,60.790000000000006,25694.05,2,2
SALICYM,880.2,19.0,25628.34,0.0,25628.34,1,1
RAGWITEK,2190.0,73.0,25583.07,0.0,25583.07,1,1
ERTACZO (S,1740.0,33.0,25517.26,0.0,25517.26,1,1
ORALYTE SO,5781006.8,4091.0,25503.72,0.0,25503.72,4,1
GS PAIN RE,183296.0,2986.0,25460.39,112.51,25572.9,5,1
NEORAL 25,12840.0,66.0,25444.6,4052.95,29497.55,1,1
ETHACRYNIC,16351.0,153.0,25362.69,0.0,25362.69,4,4
MYCAMINE (,266.0,174.0,25351.74,0.0,25351.74,1,1
ESMOLOL HC,32377.65,5015.0,25310.19,471333.98,496644.17000000004,8,6
BUTA+AC+CA,31867.0,1218.0,25264.760000000002,697.9,25962.66,1,1
DIOVAN HCT,1828.0,39.0,25247.77,0.0,25247.77,1,1
HEPARIN 50,22258.010000000002,5038.0,25232.32,1516.31,26748.63,9,5
ANTACID EX,53705.0,833.0,25191.489999999998,0.0,25191.489999999998,7,5
QUELICIN(S,26691.6,3932.0,25144.85,345184.36,370329.21,2,1
ASA-BUTALB,23161.0,422.0,25143.3,280.84000000000003,25424.14,1,1
EMZAHH,116319.0,2510.0,25112.9,13.08,25125.98,1,1
MICOTRIN A,2550.0,30.0,25110.32,0.0,25110.32,1,1
INVELTYS,235.2,84.0,25081.120000000003,0.0,25081.120000000003,1,1
TRICITRATE,549403.0,555.0,25041.48,751.05,25792.53,1,1
LARIN 1.5,59003.0,1222.0,24991.629999999997,749.38,25741.010000000002,1,1
OCELLA,37103.0,682.0,24898.78,75.68,24974.46,1,1
E.E.S. 200,6900.0,23.0,24805.97,0.0,24805.97,2,2
RIFAMPIN 1,29752.044,492.0,24799.1,629.88,25428.98,2,2
LOVENOX 30,1521.875,405.0,24716.57,7106.11,31822.68,3,1
NOR HCL OS,79981.0,223.0,24682.67,209.5,24892.170000000002,1,1
AMOCLAN 20,209124.0,1932.0,24627.07,202.49,24829.56,3,1
"ENDOCET, 5",86749.0,1210.0,24620.57,0.0,24620.57,1,1
LDR LORATA,33801.0,741.0,24610.17,0.0,24610.17,1,1
PROPARACAI,19507.42,2104.0,24601.39,21096.91,45698.3,3,3
XERAVA (ER,504.08,111.0,24590.4,0.0,24590.4,2,1
FT ALLERGY,34919.3,1273.0,24489.57,560.6899999999999,25050.260000000002,11,1
PACERONE 1,22649.0,435.0,24434.91,2043.97,26478.88,1,1
TRI-VITE-F,44950.0,895.0,24421.89,0.0,24421.89,1,1
MECLOFENAM,3861.0,85.0,24405.24,0.0,24405.24,1,1
EPSOLAY,1410.0,47.0,24318.9,1384.9499999999998,25703.85,1,1
INSULIN IN,37537.0,1183.0,24318.02,31128.28,55446.299999999996,1,1
SACCHAROMY,11291.0,293.0,24149.85,0.0,24149.85,1,1
ATHLETE'S,55127.5,1754.0,24087.05,0.0,24087.05,8,5
COUGH DM 1,234255.0,2286.0,24080.41,0.0,24080.41,1,1
NITCOTINE,65525.0,589.0,24071.29,0.0,24071.29,1,1
APRACLONID,2386.0,423.0,24052.03,1122.3600000000001,25174.39,1,1
ZOLEDRO AC,4130.375,899.0,24032.65,22405.72,46438.369999999995,1,1
PINK BISMU,118239.0,1647.0,24019.289999999997,2.2,24021.489999999998,3,2
PANTOPRA S,5334.0,1821.0,23920.11,24153.43,48073.54,4,1
0.25 ACETI,1964103.0,1221.0,23918.36,198.83,24117.19,1,1
LACTATE 12,223860.0,1490.0,23911.96,52.769999999999996,23964.73,1,1
COLESTID 1,11114.0,131.0,23910.31,0.0,23910.31,1,1
ERY,17580.0,292.0,23886.16,256.45,24142.61,1,1
LIQUICAL P,11520.0,24.0,23846.4,0.0,23846.4,1,1
ABACAVIR 3,23136.0,386.0,23834.66,59.35999999999999,23894.02,3,3
ZUNVEYL DR,1854.0,49.0,23815.24,0.0,23815.24,2,1
TEXACORT,3810.0,119.0,23714.5,89.25,23803.75,1,1
FLEET GLYC,272894.5,456.0,23709.03,907.51,24616.54,1,1
BUPRENOFPH,672.0,184.0,23678.55,0.0,23678.55,3,1
MYXREDLIN,65662.275,675.0,23675.9,14272.24,37948.14,1,1
EYSUVIS 0.,398.4,48.0,23674.600000000002,627.0,24301.600000000002,1,1
ABILIFY 10,1276.0,38.0,23672.55,0.0,23672.55,1,1
MULTRYS VI,291.78,39.0,23664.129999999997,34.0,23698.129999999997,1,1
SOD/POT/MA,149919.0,423.0,23656.2,330.43,23986.63,1,1
WERA 0.5MG,27346.256,408.0,23574.18,0.0,23574.18,1,1
EDARAVONE,40.0,20.0,23550.0,0.0,23550.0,1,1
FOSRENOL O,2333.9700000000003,23.0,23549.21,0.0,23549.21,1,1
DAVIMET,390.0,14.0,23536.5,0.0,23536.5,1,1
ITRACONAZ,23593.0,402.0,23434.62,319.9,23754.52,1,1
GEODON 60M,840.0,13.0,23366.58,2567.74,25934.32,1,1
CYMBALTA 3,3210.0,87.0,23312.6,0.0,23312.6,1,1
OTREXUP 15,49.6,29.0,23307.620000000003,0.0,23307.620000000003,1,1
KENALOG40,5984.5,4810.0,23194.26,177.91,23372.17,3,1
TARINA 24,38813.478,626.0,23176.39,549.3,23725.69,2,1
COLACE,133638.0,1994.0,23143.17,0.0,23143.17,4,1
DIPRIVAN 5,144658.16999999998,2702.0,23142.12,5120.13,28262.25,4,1
LASTACAFT,6037.0,1053.0,23133.72,0.0,23133.72,2,1
VONVENDI 6,122355.0,38.0,23124.460000000003,0.0,23124.460000000003,1,1
DERMOTIC O,16110.0,801.0,23108.27,99.0,23207.27,1,1
APLISOL 1M,420.0,4129.0,23100.86,1671.83,24772.69,1,1
FIRMAGON 2,44.667,30.0,23085.14,4258.17,27343.31,1,1
ASPIRIN AN,23556.0,328.0,23009.67,321.48,23331.15,2,2
ALAWAY 0.0,22913.0,1971.0,22972.77,110.02,23082.79,1,1
PROPRAN 40,140211.0,1031.0,22969.84,1700.5,24670.34,1,1
COSOPT,950.0,86.0,22950.61,0.0,22950.61,1,1
FLUORIDE 1,223808.0,3081.0,22899.72,34.73,22934.45,2,2
OCELLA 3 M,21349.0,398.0,22897.19,46.35,22943.539999999997,1,1
NEOMYCIN-B,3142.5,826.0,22839.93,140.84,22980.77,2,1
ERMEZA,11895.6,131.0,22779.64,0.0,22779.64,2,1
DYNA-HEX 4,402997.0,1562.0,22731.32,181.45,22912.77,3,1
MITIGARE,4361.0,79.0,22728.989999999998,919.03,23648.02,2,1
DEEP SEA N,86988.0,1969.0,22718.32,79.5,22797.82,1,1
LEVSIN-SL,9882.0,146.0,22559.89,278.56,22838.45,1,1
CLOBET PRO,67496.0,575.0,22542.42,502.61,23045.03,1,1
METFORMIN/,1920.0,35.0,22521.53,0.0,22521.53,2,1
FASLODEX 2,340.0,35.0,22516.16,0.0,22516.16,1,1
GLOPERBA,5850.0,38.0,22496.29,1030.26,23526.55,1,1
WESCAPS,96480.0,2756.0,22489.67,36.74,22526.41,1,1
SHAROBEL,85008.0,2145.0,22479.05,2.34,22481.39,2,1
GNP ARTIFI,30475.55,1981.0,22462.09,50.5,22512.59,1,1
ABSORICA 4,600.0,11.0,22428.17,0.0,22428.17,1,1
TRIPENICOL,1665.0,45.0,22427.1,0.0,22427.1,1,1
ERYTHROCIN,369.0,133.0,22400.82,0.0,22400.82,2,1
MAPAP JR 1,85097.0,2000.0,22370.79,20.32,22391.11,1,1
ETOMIDATE,1811.0,878.0,22336.12,29939.22,52275.34,11,5
WES-PHOS 2,67141.0,830.0,22316.03,609.46,22925.49,1,1
SM NASAL S,1170.0,39.0,22264.0,0.0,22264.0,1,1
VINORELBIN,1505.0,372.0,22258.13,15936.53,38194.66,4,2
VENOFER IR,2216.2110000000002,404.0,22216.7,1654.1299999999999,23870.829999999998,2,1
WART REMOV,2324.34,2431.0,22172.86,0.0,22172.86,2,2
UCERIS,386.0,11.0,22171.36,0.0,22171.36,1,1
LEXAPRO 5M,2098.0,70.0,22164.11,2658.61,24822.72,1,1
SPRITAM 75,2130.0,26.0,22150.239999999998,0.0,22150.239999999998,1,1
TYGACIL ND,229.0,44.0,22142.0,0.0,22142.0,1,1
VALCYTE,2728.0,11.0,22135.54,1247.94,23383.48,1,1
NECON 0.5M,38168.564,639.0,22119.97,312.84000000000003,22432.81,1,1
BETIMOL  T,660.0,96.0,22096.06,0.0,22096.06,1,1
DECARA,18096.0,4177.0,22079.0,6.77,22085.77,2,1
NORETH ACE,25508.0,574.0,22070.14,0.0,22070.14,1,1
GNP SENNA,138482.0,2441.0,22067.64,0.0,22067.64,2,1
PLERIXAFOR,28.099999999999998,40.0,22037.45,0.0,22037.45,1,1
NAPHCON-A,9372.0,625.0,21982.58,0.0,21982.58,1,1
ALTRENO LO,9020.0,243.0,21932.95,1635.06,23568.01,2,1
LDR  ANTI-,44517.0,1474.0,21893.36,0.0,21893.36,1,1
VASOSTRICT,4113.0,914.0,21877.74,60126.39,82004.13,4,1
TRIPLE MOI,49936.744,1649.0,21805.86,48.0,21853.86,1,1
TAFASITAMA,77.0,22.0,21675.51,84967.96,106643.47,1,1
AHP BUDESO,20644.4,1186.0,21667.4,496.08000000000004,22163.48,2,1
LOVENOX 10,827.7,90.0,21628.43,0.0,21628.43,2,1
CPL HC 1%,277829.957,845.0,21616.2,6.0,21622.2,1,1
BYFAVO,197.55,227.0,21595.86,419.07,22014.93,2,1
ABILIFY 15,1155.0,31.0,21592.230000000003,0.0,21592.230000000003,1,1
ILLUCCIX C,73.0,12.0,21578.25,50926.46,72504.71,1,1
DILAUDID 1,7660.2,2051.0,21571.91,909.05,22480.96,2,1
CLOCORTOLO,4050.0,78.0,21563.24,0.0,21563.24,2,1
NECON 0.5-,34916.0,447.0,21546.47,0.0,21546.47,1,1
POSACONAZ,5918.0,53.0,21540.36,0.0,21540.36,1,1
ZYLET EYE,340.0,55.0,21530.71,0.0,21530.71,1,1
THYROID 90,17066.0,389.0,21523.66,3.2700000000000005,21526.93,1,1
FERROCITE,80675.0,1945.0,21516.04,0.0,21516.04,1,1
LEFLINOMID,13295.0,419.0,21509.53,567.65,22077.18,2,1
GS CHILD P,420818.0,3060.0,21483.04,1.0,21484.04,3,1
XANAX 2MG,1422.0,22.0,21434.57,0.0,21434.57,1,1
SIMPESSE [,73346.0,914.0,21313.68,0.0,21313.68,1,1
BORUZU  BO,25.92,26.0,21301.03,0.0,21301.03,1,1
PENTAZOCIN,13787.0,184.0,21219.58,130.4,21349.98,1,1
NASAL SPRA,57790.0,2388.0,21188.59,0.0,21188.59,7,6
DILTIAZ HC,37061.0,768.0,21162.82,283.01,21445.83,3,1
SOFDRA 12.,964.8,24.0,21160.75,0.0,21160.75,1,1
EVAMIST  E,1142.1,103.0,21142.32,0.0,21142.32,1,1
LDR NASAL,38413.0,1526.0,21128.03,0.0,21128.03,8,1
OXCARBAZAB,83085.0,1083.0,21075.05,0.0,21075.05,3,1
INZIRQO,4440.0,26.0,21068.18,0.0,21068.18,1,1
ALAHIST IR,25740.0,429.0,21020.79,60.0,21080.79,1,1
F&T SLEEP,78362.0,2626.0,20965.83,0.0,20965.83,2,1
LDR ADAPAL,37775.0,1657.0,20912.16,0.0,20912.16,3,1
NEUAC,1305.0,29.0,20882.739999999998,0.0,20882.739999999998,1,1
AQUEOUS VI,104530.0,1720.0,20869.65,91.4,20961.05,1,1
APAP CHILD,300493.0,1934.0,20845.53,5.0,20850.53,1,1
GNP MAGNES,736399.6,1868.0,20825.45,0.0,20825.45,3,1
DAYTRANA 3,3630.0,119.0,20780.07,1309.32,22089.39,1,1
EDARBI 80,3535.0,94.0,20754.96,11937.39,32692.35,1,1
BETAMETHSO,2783.5,1145.0,20741.98,1482.97,22224.95,1,1
PENTAZ/NAL,12295.0,180.0,20722.61,0.0,20722.61,1,1
XERAC AC,70240.0,1358.0,20690.96,0.0,20690.96,2,1
IRINOTE HC,11444.1,1036.0,20655.2,85069.89,105725.09,2,1
PINDOLOL,27306.0,309.0,20612.7,203.45999999999998,20816.16,6,3
PORTIA-28,80024.0,1287.0,20609.7,0.0,20609.7,1,1
ALISKIREN,3868.0,83.0,20570.98,16.0,20586.98,3,2
EXELON 9.5,929.0,40.0,20518.22,0.0,20518.22,1,1
REFRESH PM,5981.5,1313.0,20410.55,94.37,20504.92,2,1
DAIRY AID,135748.0,1340.0,20398.699999999997,0.0,20398.699999999997,1,1
NAPROXEN E,2778.0,75.0,20391.24,0.0,20391.24,1,1
ACID REDUC,98695.0,2121.0,20360.51,84.38,20444.89,21,6
ENDOCET 10,69533.0,696.0,20356.03,290.94,20646.97,1,1
CONDYLOX,126.0,36.0,20328.72,0.0,20328.72,1,1
ASCOMP W/,18352.0,253.0,20259.25,1677.96,21937.21,1,1
GNP MICONA,131535.53399999999,1736.0,20149.46,34.67,20184.13,2,1
DEXTROSE 2,683000.0,67.0,20140.18,0.0,20140.18,1,1
LDR CHOCOL,62496.0,1903.0,20036.12,0.04,20036.16,1,1
AUVIQ .1M,66.0,37.0,20018.14,0.0,20018.14,1,1
THIAMINE,4346.0,1026.0,20017.31,11306.6,31323.91,2,1
NORA-BE TA,20440.0,301.0,20015.87,23.48,20039.35,2,2
REXTOVY,847.0,424.0,19973.16,23.82,19996.98,1,1
F&T ADULT,207093.0,1551.0,19898.23,0.0,19898.23,4,1
FYAVOLV (N,17164.0,451.0,19896.48,115.62,20012.1,2,1
DUAVEE (CO,3360.0,100.0,19860.75,1800.1999999999998,21660.95,1,1
XADAGO,540.0,15.0,19839.58,0.0,19839.58,1,1
VALGAN HCL,9212.0,45.0,19827.78,87.99,19915.77,1,1
XALATAN,187.5,45.0,19818.53,0.0,19818.53,1,1
MURO 2% SO,11840.0,777.0,19784.22,0.0,19784.22,1,1
REFRESH DI,21911.0,896.0,19742.04,0.0,19742.04,2,1
TWYNEO,1260.0,42.0,19729.52,1232.82,20962.34,1,1
TURQOZ-28,54404.0,882.0,19710.3,126.86999999999999,19837.17,1,1
LOHIST-D,174461.5,1187.0,19709.739999999998,7.199999999999999,19716.94,1,1
LYLEQ 0.35,1439.0,151.0,19688.62,0.0,19688.62,2,1
AZASITE (A,202.5,96.0,19626.96,604.1500000000001,20231.11,1,1
PAXIL,1874.0,44.0,19620.73,0.0,19620.73,2,1
FEMARA,750.0,12.0,19613.38,0.0,19613.38,1,1
PRAVASATAT,77076.0,1884.0,19602.19,252.96,19855.15,6,1
LINEZOLID-,102753.635,184.0,19599.23,6817.67,26416.9,5,3
GENGRAF,11851.0,109.0,19594.45,2682.7599999999998,22277.21,2,1
SALSALATE,44520.0,696.0,19579.21,106.88,19686.09,4,2
SENOKOT-S,137236.0,2218.0,19568.239999999998,0.0,19568.239999999998,3,1
TRAIM ACET,60132.0,2343.0,19564.75,75.00999999999999,19639.76,1,1
BAXDELA 45,268.0,12.0,19534.76,0.0,19534.76,1,1
PROPRACAIN,2733.0,1118.0,19487.989999999998,9943.34,29431.329999999998,1,1
TRIAM ACET,116750.0,2885.0,19480.73,0.0,19480.73,6,1
GALZIN,4930.0,117.0,19466.53,522.26,19988.79,2,1
CYTOMEL,38811.0,609.0,19462.68,27.94,19490.62,2,1
PRENATE ES,1530.0,45.0,19455.56,0.0,19455.56,1,1
BREVITAL S,671.76,1079.0,19436.97,4118.21,23555.18,1,1
ONGLYZA,1200.0,38.0,19396.65,0.0,19396.65,2,1
FIBER THER,728029.696,1783.0,19372.43,0.0,19372.43,3,3
ALCOHOL SW,596780.0,5197.0,19350.36,188.15,19538.510000000002,3,3
CELONTIN 3,4479.0,49.0,19306.64,650.1600000000001,19956.8,1,1
MPAP LIQU,431028.2,2881.0,19246.14,0.0,19246.14,3,1
HERZUMA,50.0,15.0,19178.52,0.0,19178.52,1,1
ALCON TEAR,8340.0,535.0,19124.31,0.0,19124.31,1,1
COLUMVI 10,480.0,18.0,19107.41,0.0,19107.41,1,1
R-GENE 10,125751.0,189.0,19043.77,70.92999999999999,19114.7,1,1
PRUDOXIN,1260.0,28.0,19005.44,0.0,19005.44,1,1
XIPERE- TR,20.825000000000003,42.0,18985.66,20677.8,39663.46,1,1
TROPICAMID,9336.092,1611.0,18918.8,5553.040000000001,24471.84,3,2
GEODON 40,866.0,13.0,18912.16,2212.25,21124.41,1,1
SENSIPAR (,3068.755,1791.0,18890.39,429.84000000000003,19320.23,3,1
LDR LUB EY,33136.2,1260.0,18865.1,9.5,18874.6,4,1
KELNOR (TM,28140.0,593.0,18850.04,189.99,19040.03,1,1
FRESHKOTE,6030.0,598.0,18826.16,0.0,18826.16,1,1
INTEGRA CA,41905.0,1340.0,18778.04,0.0,18778.04,2,1
ARANELLE T,27341.692,450.0,18739.31,0.0,18739.31,1,1
TRUE MULTI,9317.0,316.0,18731.66,0.0,18731.66,1,1
AMBIEN 10,888.0,30.0,18682.42,0.0,18682.42,1,1
RECLIPSEN,27645.128,496.0,18647.81,0.0,18647.81,1,1
BENZAMYCIN,12349.0,265.0,18564.27,0.0,18564.27,1,1
LITHIUM CI,43879.0,145.0,18544.68,1401.66,19946.34,1,1
LEVONO-E E,54115.0,593.0,18501.8,101.88,18603.68,1,1
GUANFACIN,13854.0,465.0,18497.85,0.0,18497.85,1,1
VITAMIN K-,483.61,563.0,18478.43,51.84,18530.27,4,1
DOXY DR 10,7877.0,289.0,18454.03,15.6,18469.63,1,1
MOTION SIC,50841.0,1387.0,18388.68,0.0,18388.68,3,2
